step,altitude,speed,distance,ata,aspect_angle,aileron,elevator,throttle
365,5939.65,356.51,1601.88,131.99,165.708,-0.05,0.8,0.4
366,5948.55,356.31,1588.1,133.544,165.805,0.15,0.8,0.4
367,5957.15,356.16,1575.24,135.05,166.078,0.15,0.8,0.4
368,5965.38,356.07,1563.17,136.51,166.718,0.15,0.8,0.4
369,5973.11,356.05,1551.81,137.907,167.62,0.15,0.8,0.4
370,5980.21,356.03,1541.13,139.255,168.107,0.15,0.8,0.4
371,5986.59,356.01,1531.09,140.571,168.409,0.15,0.8,0.4
372,5992.15,356.01,1521.64,141.855,168.857,0.15,0.8,0.4
373,5996.85,356.04,1512.77,143.103,169.674,0.15,0.8,0.4
374,6000.62,356.11,1504.46,144.305,170.689,0.15,0.8,0.4
375,6003.49,355.83,1496.69,145.478,171.424,-0.05,0.8,0.4
376,6005.49,355.94,1489.44,146.559,171.635,0.15,0.75,0.4
377,6006.27,356.76,1482.7,147.569,171.601,0.55,0.8,0.4
378,6005.65,357.53,1476.54,148.637,171.563,-0.2,-0.75,0.4517
379,6004.28,358.2,1470.95,149.685,171.542,0.15,-0.9,0.4172
380,6002.95,358.33,1466.03,150.705,171.073,0.15,-0.9,0.4172
381,6002.31,358.07,1461.73,151.635,169.906,-0.3,-0.45,0.6414
382,6002.57,358.06,1458.14,152.65,168.197,-0.3,0.6,0.6414
383,6003.32,358.21,1455.42,153.689,166.226,0.15,0.75,0.4
384,6003.88,358.7,1453.57,154.645,164.584,0.15,0.8,0.4
385,6004.06,359.16,1452.42,155.616,163.364,0.15,0.8,0.4
386,6003.72,359.68,1451.89,156.599,162.711,0.15,0.45,0.4517
387,6002.85,359.49,1451.92,157.593,162.292,-0.3,-0.4,0.4172
388,6001.93,359.27,1452.4,158.59,162.011,0.15,-0.9,0.4
389,6001.18,359.34,1453.33,159.539,161.869,0.15,0.8,0.4
390,6000.77,358.85,1454.61,160.442,161.839,-0.3,0.9,0.4517
391,6000.47,358.67,1456.15,161.417,162.206,0.15,0.75,0.4172
392,5999.64,358.96,1457.8,162.377,162.834,0.15,0.8,0.4
393,5998.33,358.86,1459.53,163.296,163.323,-0.3,-0.75,0.4517
394,5997.09,358.56,1461.29,164.17,163.306,0.15,-0.9,0.4
395,5996.18,358.51,1463.3,164.948,162.946,0.15,-0.4,0.4
396,5995.83,357.76,1465.52,165.627,162.667,-0.3,0.9,0.4517
397,5995.93,357.13,1467.87,166.472,162.583,-0.3,0.9,0.4172
398,5995.94,356.98,1470.27,167.434,162.53,0.15,0.8,0.4
399,5995.28,357.94,1472.82,168.415,162.015,0.55,0.8,0.4
400,5993.54,358.81,1475.64,169.4,161.095,0.15,-0.35,0.4
401,5991.34,358.9,1478.69,170.215,159.865,-0.7,-0.75,0.4517
402,5989.54,358.85,1482.07,170.981,158.558,0.15,-0.8,0.4172
403,5988.13,359.14,1485.77,171.7,158.153,0.15,-0.45,0.4172
404,5987.32,358.68,1489.48,172.145,158.687,-0.3,-0.45,0.4172
405,5987.53,357.71,1493.01,172.433,159.312,-0.3,-0.3,0.4172
406,5988.57,357.23,1496.36,172.942,160.07,0.15,0.75,0.4
407,5989.78,357.4,1499.61,173.679,160.931,0.15,0.8,0.4
408,5990.88,357.62,1502.78,174.467,161.826,0.15,0.8,0.4
409,5991.77,357.56,1505.8,175.165,163.041,-0.35,0.9,0.4517
410,5992.56,357.19,1508.47,175.901,164.518,0.15,-0.35,0.4
411,5993.06,357.53,1510.85,176.573,165.956,0.15,-0.35,0.4
412,5993.51,357.36,1512.94,176.968,167.436,-0.1,-0.05,0.4517
413,5994.0,357.56,1514.73,177.526,168.953,0.15,0.75,0.4
414,5994.13,357.93,1516.29,178.018,170.513,0.15,-0.05,0.4517
415,5994.1,358.02,1517.65,178.233,172.113,-0.2,-0.05,0.4517
416,5994.18,358.0,1518.77,178.405,173.742,0.15,-0.3,0.4172
417,5994.23,358.35,1519.73,178.508,175.397,0.15,-0.3,0.4172
418,5994.41,358.16,1520.58,178.419,177.158,-0.3,-0.05,0.4172
419,5995.09,357.42,1521.27,178.139,178.7,-0.3,-0.3,0.4172
420,5996.2,357.07,1521.88,178.106,178.881,0.15,0.75,0.4
421,5997.13,357.37,1522.51,178.372,178.055,0.15,0.8,0.4
422,5997.64,357.65,1523.15,178.583,177.922,0.15,0.75,0.4
423,5997.67,357.43,1523.73,178.626,178.407,-0.2,-0.05,0.4517
424,5997.53,357.46,1524.19,178.637,178.98,0.15,-0.35,0.4
425,5997.12,357.91,1524.53,178.588,179.578,0.15,-0.35,0.4
426,5996.68,357.81,1524.64,178.622,179.914,-0.2,-0.05,0.4517
427,5996.51,357.71,1524.47,178.628,179.49,0.15,-0.3,0.4172
428,5996.43,358.05,1524.09,178.592,179.12,0.15,-0.05,0.4345
429,5996.51,357.96,1523.58,178.452,179.112,-0.3,-0.05,0.4517
430,5997.02,357.77,1522.95,178.277,179.106,0.15,-0.3,0.4345
431,5997.68,357.99,1522.2,178.29,178.997,0.15,0.75,0.4345
432,5998.25,357.86,1521.37,178.307,179.261,-0.3,0.9,0.4345
433,5998.83,357.55,1520.43,178.341,179.462,0.15,-0.3,0.4345
434,5999.33,357.92,1519.4,178.322,179.605,0.15,-0.3,0.4345
435,5999.99,357.74,1518.33,178.113,179.737,-0.3,-0.05,0.4517
436,6001.07,357.12,1517.23,177.887,179.556,-0.3,0.9,0.4345
437,6002.25,357.05,1516.06,178.076,179.76,0.15,0.75,0.4
438,6002.97,357.41,1514.91,178.32,179.702,0.15,0.8,0.4
439,6003.04,357.75,1513.84,178.263,179.574,0.15,0.75,0.4345
440,6002.5,357.57,1512.76,178.083,179.349,-0.2,-0.05,0.4345
441,6001.68,357.66,1511.66,177.978,179.095,0.15,-0.65,0.4345
442,6000.65,358.37,1510.6,177.977,179.153,0.15,-0.65,0.5034
443,5999.83,358.31,1509.58,178.238,179.125,-0.2,-0.05,0.4517
444,5999.49,358.25,1508.58,178.326,179.058,0.15,-0.3,0.4345
445,5999.28,358.6,1507.6,178.307,178.856,0.15,0.85,0.4345
446,5999.26,358.41,1506.67,178.202,178.87,-0.3,-0.05,0.4345
447,5999.66,358.17,1505.63,178.037,179.37,0.15,-0.3,0.4345
448,6000.22,358.36,1504.58,178.049,179.622,0.15,0.85,0.4345
449,6000.66,358.22,1503.59,178.091,179.622,-0.3,0.9,0.4345
450,6001.04,357.87,1502.56,178.151,179.72,0.15,-0.3,0.4345
451,6001.42,357.73,1501.49,178.034,179.621,-0.2,-0.3,0.4345
452,6002.16,357.85,1500.4,177.939,179.619,0.55,-0.9,0.5379
453,6002.91,359.62,1499.4,177.981,179.61,0.55,-0.9,0.8138
454,6003.76,361.28,1498.63,177.512,179.47,0.55,-0.9,0.8138
455,6005.12,361.54,1497.96,176.734,179.264,0.55,-0.9,0.5207
456,6006.83,362.69,1497.33,175.881,179.319,0.55,-0.9,0.8655
457,6008.74,363.46,1496.81,174.685,179.337,0.15,-0.9,0.8655
458,6010.66,363.89,1496.29,173.312,179.102,0.15,-0.9,0.8655
459,6012.32,364.48,1495.67,172.032,178.851,0.15,-0.9,0.8655
460,6013.5,364.66,1494.92,170.501,178.515,-0.25,-0.9,0.8655
461,6013.95,364.45,1493.88,168.67,178.235,-0.25,-0.9,0.8655
462,6013.75,364.43,1492.59,166.921,177.84,-0.25,-0.9,0.8655
463,6013.02,364.43,1490.96,165.198,177.375,-0.25,-0.9,0.8655
464,6011.92,364.44,1489.02,163.544,176.77,-0.25,-0.9,0.8655
465,6010.67,364.45,1486.7,162.002,176.152,-0.25,-0.9,0.8655
466,6009.44,364.93,1484.07,160.847,175.478,0.15,-0.9,0.8655
467,6008.2,365.66,1481.33,159.875,174.74,0.15,-0.9,0.8655
468,6006.9,366.22,1478.41,158.821,173.914,0.15,-0.9,0.8655
469,6005.43,366.75,1475.28,157.769,172.97,0.15,-0.9,0.8655
470,6003.65,366.81,1471.96,156.459,171.998,-0.25,-0.9,0.8655
471,6001.59,366.53,1468.2,155.018,171.066,-0.25,-0.9,0.8655
472,5999.39,366.42,1464.08,153.804,170.179,-0.25,-0.9,0.8655
473,5997.24,366.82,1459.79,153.016,169.058,0.15,-0.9,0.8655
474,5995.11,367.51,1455.54,152.442,167.794,0.15,-0.9,0.8655
475,5992.94,368.06,1451.3,151.811,166.289,0.15,-0.9,0.8655
476,5990.62,368.11,1447.04,150.922,164.562,-0.25,-0.9,0.8655
477,5988.22,367.83,1442.67,149.935,163.219,-0.25,-0.9,0.8655
478,5985.87,368.15,1438.21,149.432,162.44,0.15,-0.9,0.8655
479,5983.52,368.81,1433.88,149.14,161.895,0.15,-0.9,0.8655
480,5981.11,369.34,1429.66,148.773,161.496,0.15,-0.9,0.8655
481,5978.51,369.4,1425.45,148.112,161.259,-0.25,-0.9,0.8655
482,5975.76,369.12,1421.02,147.299,161.121,-0.25,-0.9,0.8655
483,5973.01,369.47,1416.46,146.929,161.064,0.15,-0.9,0.8655
484,5970.2,368.88,1411.94,146.777,161.082,0.15,-0.9,0.4
485,5967.26,369.28,1407.42,146.511,161.154,0.15,-0.9,0.8655
486,5964.06,369.33,1402.85,145.937,161.256,-0.25,-0.9,0.8655
487,5960.63,369.11,1398.01,145.187,161.354,-0.25,-0.9,0.8655
488,5957.13,369.07,1392.92,144.613,161.424,-0.25,-0.9,0.8655
489,5953.75,368.27,1387.68,144.446,161.443,0.15,-0.9,0.4
490,5950.44,367.48,1382.38,144.441,161.418,0.15,-0.9,0.4
491,5947.14,366.57,1376.87,144.323,161.588,0.15,-0.9,0.4
492,5943.75,365.64,1371.1,144.157,161.975,0.15,-0.9,0.4
493,5940.13,365.63,1365.04,143.64,162.293,-0.25,-0.9,0.8655
494,5936.31,365.4,1358.5,142.932,162.623,-0.25,-0.9,0.8655
495,5932.47,365.39,1351.52,142.394,162.965,-0.25,-0.9,0.8655
496,5928.78,364.64,1344.25,142.266,162.975,0.15,-0.9,0.4
497,5925.19,363.91,1337.03,142.313,162.785,0.15,-0.9,0.4
498,5921.66,363.04,1329.8,142.248,162.672,0.15,-0.9,0.4
499,5918.08,363.05,1322.46,141.824,162.55,-0.25,-0.9,0.8655
500,5914.56,362.81,1314.72,141.242,162.638,-0.25,-0.9,0.8655
501,5911.25,362.79,1306.64,140.859,162.949,-0.25,-0.9,0.8655
502,5908.39,362.8,1298.3,140.641,163.21,-0.25,-0.9,0.8655
503,5906.12,363.28,1289.91,140.815,163.152,0.15,-0.9,0.8655
504,5904.37,363.64,1281.83,140.972,162.868,-0.25,-0.9,0.8655
505,5903.46,363.37,1273.87,140.988,162.611,-0.25,-0.9,0.8655
506,5903.56,363.2,1266.04,141.293,162.61,-0.25,-0.8,0.8655
507,5904.72,363.51,1258.41,141.97,162.846,0.15,-0.8,0.8655
508,5906.73,364.02,1251.16,142.703,163.06,0.15,-0.8,0.8655
509,5909.71,363.77,1244.13,143.111,163.312,-0.3,-0.8,0.8655
510,5914.0,362.99,1237.2,143.502,163.226,-0.3,-0.8,0.8655
511,5919.7,362.35,1230.61,144.256,162.943,-0.3,-0.8,0.8655
512,5926.79,361.24,1224.45,145.386,162.802,-0.3,-0.4,0.6414
513,5935.08,360.42,1218.79,146.886,162.99,-0.3,0.6,0.6414
514,5944.01,359.87,1213.72,148.597,163.475,0.15,0.6,0.4
515,5952.84,359.78,1209.28,150.236,163.951,0.15,0.8,0.4
516,5961.36,359.7,1205.4,151.818,164.17,0.15,0.8,0.4
517,5969.43,359.69,1202.04,153.344,164.275,0.15,0.8,0.4
518,5976.92,359.65,1199.13,154.799,164.574,0.15,0.8,0.4
519,5983.72,359.6,1196.61,156.168,165.287,0.15,0.8,0.4
520,5989.73,359.56,1194.38,157.425,166.332,0.15,0.8,0.4
521,5994.96,359.13,1192.37,158.579,167.344,-0.05,0.8,0.4
522,5999.39,359.08,1190.52,159.58,168.054,0.15,0.75,0.4
523,6002.78,359.11,1188.8,160.454,168.656,0.15,0.75,0.4
524,6005.2,358.86,1187.17,161.273,169.457,-0.05,0.75,0.4517
525,6006.7,358.96,1185.59,161.885,170.367,0.15,0.75,0.4
526,6007.04,359.14,1184.05,162.364,171.657,0.15,0.75,0.4
527,6006.37,358.77,1182.57,162.906,173.324,-0.3,-0.75,0.4517
528,6005.29,358.45,1181.25,163.637,174.041,0.15,-0.9,0.4
529,6004.21,358.7,1180.34,164.592,173.054,0.15,0.8,0.4
530,6003.55,357.92,1179.82,165.651,171.564,-0.3,0.8,0.4517
531,6003.15,357.74,1179.62,166.409,169.886,0.15,0.75,0.4
532,6002.05,357.73,1179.84,166.803,168.155,0.15,0.75,0.4
533,6000.04,358.32,1180.43,167.272,167.091,0.55,-0.75,0.4
534,5997.42,359.3,1181.47,168.047,166.375,-1.0,-0.9,0.4172
535,5995.07,359.08,1182.89,169.12,165.886,-0.3,-0.9,0.4172
536,5993.65,358.28,1184.52,170.277,165.937,-0.3,-0.45,0.4172
537,5993.05,358.02,1186.11,171.222,166.395,0.15,0.8,0.4
538,5992.57,358.41,1187.74,171.922,166.389,0.15,0.8,0.4
539,5991.99,358.82,1189.57,172.571,166.232,0.15,0.8,0.4
540,5991.24,358.76,1191.54,173.241,166.477,-0.1,-0.4,0.4517
541,5990.6,358.98,1193.41,173.894,166.982,0.15,-0.3,0.4
542,5990.17,358.85,1195.18,174.493,167.106,-0.1,-0.45,0.4517
543,5990.23,358.88,1196.88,175.027,166.795,0.15,-0.3,0.4172
544,5990.61,358.59,1198.69,175.479,166.326,-0.3,0.9,0.4172
545,5991.28,358.4,1200.63,176.056,165.93,0.15,0.75,0.4
546,5991.7,358.81,1202.67,176.79,165.506,0.15,0.8,0.4
547,5991.77,358.63,1204.75,177.467,164.668,-0.35,-0.05,0.4517
548,5991.8,358.54,1206.91,178.172,163.591,0.15,-0.35,0.4
549,5991.68,358.95,1209.23,178.889,163.2,0.15,-0.35,0.4
550,5991.51,359.26,1211.56,179.486,163.693,0.15,-0.05,0.4517
551,5991.48,359.07,1213.84,179.315,164.377,-0.3,-0.45,0.4517
552,5992.03,358.68,1215.97,178.629,165.25,0.15,-0.3,0.4172
553,5992.88,358.71,1217.96,178.372,166.394,0.15,0.75,0.4
554,5993.82,358.45,1219.82,178.057,167.665,-0.3,0.9,0.4517
555,5994.87,358.28,1221.51,177.918,169.064,0.15,0.75,0.4172
556,5995.52,358.6,1223.11,177.936,170.553,0.15,0.75,0.4
557,5995.66,358.3,1224.63,177.769,172.424,-0.2,-0.05,0.4517
558,5995.59,358.35,1226.02,177.612,175.013,0.15,-0.3,0.4172
559,5995.28,358.45,1227.38,177.635,177.799,-0.1,-0.45,0.4172
560,5995.27,357.84,1228.74,177.79,179.361,-0.3,-0.45,0.4172
561,5995.72,357.45,1230.11,177.861,177.394,0.15,0.8,0.4
562,5996.07,357.74,1231.53,178.126,175.787,0.15,0.8,0.4
563,5995.97,357.97,1233.03,178.327,174.814,0.15,0.8,0.4
564,5995.4,357.8,1234.48,178.506,174.583,-0.2,-0.05,0.4517
565,5994.63,357.86,1235.66,178.657,174.719,0.15,-0.3,0.4172
566,5993.57,358.3,1236.63,178.815,174.817,0.15,-0.45,0.4
567,5992.51,358.2,1237.38,179.345,174.884,-0.7,-0.45,0.4172
568,5991.92,358.0,1237.89,179.538,174.824,0.15,-0.3,0.4172
569,5991.58,358.26,1238.35,179.425,174.716,0.15,-0.3,0.4
570,5991.56,357.96,1238.71,178.821,174.4,-0.3,-0.05,0.4517
571,5992.21,357.12,1238.92,178.012,173.988,-0.3,-0.3,0.4172
572,5993.42,356.7,1239.03,177.822,173.487,0.15,0.8,0.4
573,5994.52,356.96,1239.07,178.201,173.139,0.15,0.8,0.4
574,5995.27,357.23,1239.06,178.48,172.997,0.15,0.75,0.4
575,5995.52,357.59,1238.98,178.484,172.911,0.15,-0.05,0.4517
576,5995.35,357.62,1238.91,178.201,172.944,-0.2,-0.05,0.4517
577,5995.15,357.81,1238.87,177.943,172.899,0.15,-0.3,0.4172
578,5994.83,358.31,1238.88,177.663,172.802,0.15,-0.45,0.4345
579,5994.62,358.26,1238.96,177.401,172.765,-0.3,-0.05,0.4517
580,5994.84,357.98,1238.99,177.131,172.677,0.15,-0.3,0.4172
581,5995.23,358.2,1238.93,176.871,172.514,0.15,0.75,0.4345
582,5995.64,358.14,1238.87,176.617,172.386,-0.3,-0.05,0.4517
583,5996.11,357.8,1238.78,176.418,172.27,0.15,-0.3,0.4345
584,5996.56,358.17,1238.68,176.166,172.111,0.15,-0.3,0.4345
585,5997.27,357.84,1238.55,175.799,171.956,-0.3,-0.05,0.4517
586,5998.46,357.24,1238.39,175.514,171.854,-0.3,0.75,0.4345
587,5999.76,357.23,1238.2,175.436,171.765,0.15,0.75,0.4
588,6000.6,357.56,1238.01,175.332,171.687,0.15,0.3,0.4
589,6000.86,357.9,1237.87,175.148,171.622,0.15,0.75,0.4345
590,6000.56,357.73,1237.72,174.934,171.521,-0.2,-0.05,0.4345
591,6000.01,357.91,1237.53,174.736,171.374,0.15,-0.35,0.4345
592,5999.12,358.71,1237.46,174.527,171.252,0.15,-0.35,0.5034
593,5998.17,358.78,1237.44,174.4,171.165,-0.2,-0.05,0.4345
594,5997.45,358.84,1237.46,174.274,171.113,0.15,-0.3,0.4345
595,5996.82,359.27,1237.54,174.107,171.074,0.15,-0.65,0.4345
596,5996.59,358.95,1237.59,173.862,171.015,-0.3,-0.05,0.4345
597,5997.03,358.22,1237.56,173.644,170.872,-0.3,-0.3,0.4345
598,5998.01,357.93,1237.55,173.505,170.764,0.15,0.75,0.4
599,5999.21,357.96,1237.53,173.386,170.772,0.15,0.8,0.4345
600,6000.34,358.1,1237.52,173.319,170.742,0.15,0.75,0.4
601,6001.14,358.41,1237.59,173.264,170.72,0.15,0.75,0.4345
602,6001.42,360.43,1237.84,173.252,170.696,0.55,-0.75,0.8138
603,6000.92,362.75,1238.34,173.137,170.662,0.55,-0.9,0.8138
604,6000.3,364.8,1239.12,172.533,170.678,0.55,-0.9,0.8655
605,5999.97,366.17,1240.01,171.591,170.721,0.55,-0.9,0.8655
606,5999.79,367.23,1240.88,170.321,170.791,0.15,-0.9,0.8655
607,5999.69,367.78,1241.59,168.607,170.888,0.15,-0.9,0.8655
608,5999.5,368.35,1242.17,166.979,171.047,0.15,-0.9,0.8655
609,5999.0,368.52,1242.43,165.085,171.339,-0.25,-0.9,0.8655
610,5998.08,368.3,1242.17,163.001,171.697,-0.25,-0.9,0.8655
611,5996.84,368.22,1241.4,161.08,172.156,-0.25,-0.9,0.8655
612,5995.45,368.15,1240.07,159.27,172.713,-0.25,-0.9,0.8655
613,5994.06,368.54,1238.15,157.855,173.333,0.15,-0.9,0.8655
614,5992.63,369.23,1235.9,156.66,173.991,0.15,-0.9,0.8655
615,5991.07,369.79,1233.2,155.426,174.677,0.15,-0.9,0.8655
616,5989.27,369.87,1229.97,153.936,175.482,-0.25,-0.9,0.8655
617,5987.22,369.6,1226.06,152.331,176.448,-0.25,-0.9,0.8655
618,5985.09,369.48,1221.49,150.961,177.472,-0.25,-0.9,0.8655
619,5983.05,369.86,1216.33,150.03,178.467,0.15,-0.9,0.8655
620,5981.07,370.53,1210.85,149.322,178.756,0.15,-0.9,0.8655
621,5979.08,371.05,1205.09,148.572,178.188,0.15,-0.9,0.8655
622,5976.97,371.07,1199.06,147.574,177.289,-0.25,-0.9,0.8655
623,5974.8,370.76,1192.48,146.499,175.904,-0.25,-0.9,0.8655
624,5972.71,371.05,1185.47,145.936,174.414,0.15,-0.9,0.8655
625,5970.64,371.66,1178.42,145.628,172.981,0.15,-0.9,0.8655
626,5968.52,372.16,1171.47,145.307,171.286,0.15,-0.9,0.8655
627,5966.21,372.18,1164.56,144.758,169.387,-0.25,-0.9,0.8655
628,5963.76,371.86,1157.54,144.133,167.317,-0.25,-0.9,0.8655
629,5961.33,371.71,1150.5,143.777,165.496,-0.25,-0.9,0.8655
630,5959.1,370.79,1143.62,143.901,164.077,0.15,-0.9,0.4
631,5957.01,369.87,1137.14,144.232,162.837,0.15,-0.9,0.4
632,5955.0,368.82,1131.04,144.49,161.741,0.15,-0.9,0.4
633,5952.95,367.75,1125.32,144.743,160.763,0.15,-0.9,0.4
634,5950.74,367.59,1119.98,144.687,159.878,-0.25,-0.9,0.8655
635,5948.39,367.21,1114.87,144.489,159.06,-0.25,-0.9,0.8655
636,5946.06,366.16,1110.07,144.78,158.305,0.15,-0.9,0.4
637,5943.68,365.29,1105.75,145.287,157.616,0.15,-0.9,0.4
638,5941.17,364.33,1101.89,145.721,156.98,0.15,-0.9,0.4
639,5938.41,364.29,1098.46,145.82,156.375,-0.25,-0.9,0.8655
640,5935.43,364.03,1095.3,145.743,155.765,-0.25,-0.9,0.8655
641,5932.4,364.0,1092.46,145.844,155.134,-0.25,-0.9,0.8655
642,5929.5,363.21,1090.03,146.361,154.467,0.15,-0.9,0.4
643,5926.68,362.44,1088.1,147.052,153.784,0.15,-0.9,0.4
644,5923.88,361.54,1086.55,147.635,153.024,0.15,-0.9,0.4
645,5921.01,360.64,1085.36,148.194,152.464,0.15,-0.9,0.4
646,5917.93,360.65,1084.44,148.396,152.139,-0.25,-0.9,0.8655
647,5914.7,360.43,1083.64,148.397,151.756,-0.25,-0.9,0.8655
648,5911.49,360.43,1082.99,148.563,151.399,-0.25,-0.9,0.8655
649,5908.47,360.95,1082.59,149.108,151.064,0.15,-0.9,0.8655
650,5905.59,361.77,1082.7,149.808,150.433,0.15,-0.9,0.8655
651,5902.83,361.95,1083.36,150.111,149.579,-0.25,-0.9,0.8655
652,5900.34,361.75,1084.38,150.275,148.83,-0.25,-0.9,0.8655
653,5898.29,361.68,1085.72,150.66,148.376,-0.25,-0.9,0.8655
654,5896.95,361.15,1087.29,151.011,148.173,-0.65,-0.8,0.8655
655,5896.82,360.26,1089.02,151.644,147.891,-0.65,-0.8,0.8655
656,5898.09,360.21,1091.3,153.102,147.271,0.15,-0.8,0.8655
657,5900.42,360.93,1094.66,154.866,146.499,0.15,-0.9,0.8483
658,5903.63,361.5,1099.09,156.515,145.88,0.15,-0.9,0.8483
659,5907.89,361.67,1104.32,157.911,145.661,0.15,-0.9,0.8483
660,5913.37,361.15,1109.92,158.905,145.733,-0.3,-0.9,0.8655
661,5920.47,359.45,1115.66,159.774,145.439,-0.3,-0.9,0.6414
662,5929.15,357.83,1121.69,160.947,144.932,-0.3,0.6,0.6414
663,5939.01,357.67,1128.19,162.602,144.585,-0.3,0.6,0.9
664,5949.36,357.05,1135.17,164.614,144.606,-0.05,0.8,0.4
665,5959.63,356.39,1142.41,166.639,144.959,-0.05,0.8,0.4
666,5969.62,355.78,1149.8,168.61,145.323,-0.05,0.8,0.4
667,5979.08,355.59,1157.29,170.443,145.446,0.15,0.8,0.4
668,5987.68,355.95,1164.94,172.025,145.464,0.4,0.8,0.4
669,5995.27,356.05,1172.67,173.365,145.665,0.15,0.8,0.4
670,6002.06,355.92,1180.29,174.321,146.269,0.15,0.8,0.4
671,6007.99,355.89,1187.57,174.612,147.211,0.15,0.8,0.4
672,6013.0,355.9,1194.46,174.206,147.859,0.15,0.8,0.4
673,6017.03,355.96,1200.98,173.277,148.391,0.15,0.8,0.4
674,6020.06,356.08,1207.02,172.035,149.409,0.15,0.8,0.4
675,6022.06,356.27,1212.39,170.646,150.767,0.15,0.75,0.4
676,6023.08,356.11,1217.08,169.442,151.824,-0.05,0.45,0.4
677,6023.16,356.37,1221.11,167.927,152.78,0.15,0.75,0.4
678,6022.06,356.72,1224.43,166.447,153.923,0.15,0.75,0.4
679,6019.91,356.85,1227.0,165.321,155.481,-0.2,0.45,0.5379
680,6016.92,356.85,1228.74,164.198,157.37,0.15,-0.9,0.4
681,6013.12,357.32,1229.73,163.691,158.954,0.15,-0.9,0.4
682,6009.25,358.01,1230.29,164.068,160.402,0.15,-0.9,0.5379
683,6005.85,357.85,1230.54,165.014,162.299,-0.3,-0.45,0.4172
684,6003.31,357.6,1230.49,165.993,164.474,0.15,-0.45,0.4172
685,6001.37,357.67,1230.18,166.759,166.579,0.15,-0.45,0.4
686,6000.15,357.1,1229.66,167.979,168.613,-0.3,-0.45,0.4172
687,6000.01,356.0,1228.99,169.24,170.25,-0.3,0.6,0.4172
688,6000.52,355.74,1228.11,169.634,171.751,0.15,0.8,0.4
689,6000.98,356.11,1227.08,169.621,173.382,0.15,0.8,0.4
690,6001.15,356.51,1225.97,169.571,175.137,0.15,0.75,0.4
691,6000.89,356.96,1224.93,169.457,175.988,0.15,0.8,0.4
692,6000.17,356.86,1224.07,169.688,174.867,-0.2,-0.05,0.4517
693,5999.28,357.0,1223.51,170.105,172.78,0.15,-0.45,0.4
694,5998.19,357.49,1223.41,170.694,170.574,0.15,-0.45,0.4
695,5997.22,357.4,1223.82,171.887,168.725,-0.3,-0.45,0.4517
696,5996.79,357.21,1224.56,173.11,167.851,0.15,-0.3,0.4172
697,5996.64,357.32,1225.44,173.944,167.599,0.15,0.8,0.4
698,5996.57,357.14,1226.45,174.774,167.461,-0.3,0.9,0.4517
699,5996.68,356.88,1227.52,175.503,167.5,0.15,-0.3,0.4172
700,5996.83,357.08,1228.67,176.167,167.688,0.15,0.8,0.4
701,5997.13,356.79,1229.87,176.946,167.772,-0.3,-0.05,0.4517
702,5997.66,356.69,1231.1,177.425,168.257,0.15,0.75,0.4172
703,5997.89,357.12,1232.31,177.573,168.827,0.15,0.8,0.4
704,5997.69,356.9,1233.53,177.881,169.227,-0.2,-0.05,0.4517
705,5997.36,357.01,1234.76,178.185,169.668,0.15,-0.3,0.4172
706,5996.8,357.49,1236.02,178.519,170.444,0.15,-0.45,0.4172
707,5996.31,357.34,1237.23,179.105,171.201,-0.3,-0.45,0.4172
708,5996.41,356.64,1238.33,178.807,171.712,-0.3,-0.3,0.4172
709,5997.02,356.32,1239.39,178.443,172.275,0.15,0.8,0.4
710,5997.54,356.63,1240.4,178.712,172.982,0.15,0.8,0.4
711,5997.7,356.94,1241.43,179.114,173.343,0.15,0.8,0.4
712,5997.43,356.78,1242.53,179.274,173.62,-0.2,-0.05,0.4517
713,5996.98,357.13,1243.61,179.252,173.717,0.15,-0.35,0.5379
714,5996.33,358.57,1244.83,179.08,173.563,0.15,-0.45,0.6931
715,5995.79,358.66,1246.26,178.621,173.204,-0.2,-0.45,0.4517
716,5995.75,358.56,1247.77,178.185,172.494,0.15,-0.3,0.4172
717,5995.97,358.75,1249.31,177.944,171.956,0.15,0.8,0.4345
718,5996.27,358.67,1250.83,177.723,171.663,-0.3,0.9,0.4517
719,5996.69,358.27,1252.2,177.543,171.608,0.15,-0.3,0.4172
720,5997.17,358.57,1253.5,177.291,171.759,0.15,-0.3,0.4345
721,5997.9,358.15,1254.66,176.932,171.872,-0.3,0.9,0.4517
722,5998.87,357.54,1255.68,176.795,172.168,-0.3,0.75,0.4345
723,5999.63,357.34,1256.66,176.757,172.385,0.15,0.75,0.4
724,5999.58,358.23,1257.69,176.402,172.343,0.55,0.3,0.4
725,5998.43,359.33,1258.84,175.867,172.272,-0.2,-0.05,0.5034
726,5996.75,359.53,1260.12,175.689,172.205,-0.2,-0.45,0.4172
727,5995.1,359.87,1261.45,175.549,172.122,0.15,-0.3,0.4172
728,5993.41,360.38,1262.8,175.433,172.027,0.15,-0.45,0.5034
729,5992.01,360.22,1264.19,175.402,171.92,-0.2,-0.45,0.4172
730,5991.25,359.96,1265.54,175.312,171.864,-0.1,-0.3,0.4172
731,5990.98,360.09,1266.91,175.159,171.961,0.15,-0.3,0.4
732,5991.07,359.87,1268.33,174.946,172.01,0.0,0.8,0.4345
733,5991.57,359.35,1269.69,174.733,171.937,-0.3,0.9,0.4345
734,5992.31,359.15,1270.94,174.645,171.808,0.15,0.65,0.4
